person_age,annual_inc,home_ownership,employment_length,loan_intent,loan_grade,loan_amt,interest_rate,target_flag,income_ratio,employment_type,residence_type,credit_score,monthly_income,loan_status_final,repayment_flag,last_payment_status,random_score_1,random_score_2,duplicate_feature
24,,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000.0,10.65,0,0.4,Employed,URBAN,558.0,2160.0,0.008292736865664672,-0.01129854772586881,100,79.94437223866822,442,24
26,47000.0,MORTGAGE,0.0,PERSONAL,A,3000.0,5.79,0,0.06,self_emp,Rural,631.0,5160.0,0.0028930463587376128,0.004586151181349095,100,18.671319845619315,308,26
23,60000.0,RENT,1.0,VENTURE,B,8000.0,12.21,0,0.13,self_emp,URBAN,541.0,7200.0,0.011418309277362336,-0.06079990053067348,100,72.5901068076631,871,23
34,,MORTGAGE,4.0,MEDICAL,A,12000.0,8.94,0,0.1,Employed,Urban,590.0,5280.0,-0.007391365592307035,0.08911476319249716,100,81.72173178312964,288,34
24,58000.0,RENT,2.0,VENTURE,C,3200.0,14.35,0,0.06,self_emp,URBAN,687.0,12600.0,-0.0021997008667302993,0.02156268862005403,100,46.239548736964245,566,24
32,28800.0,RENT,16.0,MEDICAL,B,5000.0,10.59,0,0.17,Self-employed,URBAN,841.0,6600.0,0.016346055117612016,-0.004399303370569741,100,37.88494022589551,641,32
29,50700.0,RENT,5.0,HOMEIMPROVEMENT,B,,12.42,0,0.24,Self-employed,URBAN,,7080.0,-0.0019681112309762696,0.05229889271783564,100,63.21441923770895,389,29
44,62400.0,RENT,0.0,HOMEIMPROVEMENT,E,,16.82,1,0.16,self_emp,URBAN,782.0,13020.0,0.9873266303403343,0.9139242610957016,0,65.13965889391736,406,44
26,26400.0,RENT,0.0,EDUCATION,A,4000.0,7.9,0,0.15,Self-employed,RURAL,641.0,11400.0,-0.006693560962502948,-0.057797979321521864,100,66.0745395636221,991,26
27,43000.0,RENT,11.0,MEDICAL,B,10000.0,12.42,0,0.23,self_emp,RURAL,777.0,2880.0,0.003571625857012706,0.006377182473479525,100,94.13024726154742,889,27
23,53760.0,RENT,,EDUCATION,C,5000.0,13.43,0,0.09,Employed,Rural,729.0,6000.0,0.002710342528612446,-0.07381389582161134,100,37.415827588819695,520,23
22,36000.0,OWN,4.0,EDUCATION,A,3250.0,7.75,0,0.09,self_emp,URBAN,,5940.0,-0.007360652185406498,-0.0228158415009616,100,28.3693942335692,70,22
31,,RENT,2.0,EDUCATION,C,900000.0,12.84,0,0.2,Employed,RURAL,538.0,7500.0,-0.02123378538398228,-0.15417323965842777,100,93.1123508169197,831,31
25,,RENT,9.0,EDUCATION,B,7000.0,10.99,0,0.16,self_emp,RURAL,559.0,3540.0,0.003066197869819221,-0.059117458545304584,100,82.83701424783035,522,25
21,66000.0,MORTGAGE,5.0,EDUCATION,A,4500.0,7.49,0,0.07,self_emp,Urban,889.0,6480.0,0.0014846368154688891,0.03576307668502024,100,81.12719372858653,750,21
51,120000.0,MORTGAGE,2.0,PERSONAL,A,30000.0,7.9,0,0.25,self_emp,Urban,808.0,4140.0,0.005177578157088407,0.048051290428736744,100,0.4710081875119787,702,51
25,46596.0,RENT,2.0,DEBTCONSOLIDATION,B,13200.0,,0,0.28,Employed,RURAL,601.0,5040.0,-0.007795444753593766,-0.016230227453718788,100,23.027369512868944,102,25
22,64000.0,RENT,5.0,MEDICAL,A,6600.0,8.9,0,0.1,Employed,Urban,729.0,7860.0,0.004014668584815456,0.001280307756399706,100,96.77442571932995,745,22
22,66000.0,RENT,0.0,VENTURE,C,3300.0,14.65,0,0.05,self_emp,Urban,840.0,7560.0,0.01519019572530981,0.053905506942105524,100,53.07514080354652,431,22
23,,RENT,1.0,EDUCATION,B,,9.63,0,0.04,self_emp,Urban,693.0,16080.0,0.00011168009506327683,0.07645474332584949,100,56.47030013999449,336,23
28,,RENT,3.0,PERSONAL,A,,7.49,0,0.2,Self-employed,URBAN,660.0,3720.0,0.00424585096047145,0.007654112761151123,100,35.64828248233006,312,28
28,170000.0,MORTGAGE,0.0,EDUCATION,A,10000.0,,0,0.06,Self-employed,Rural,727.0,4200.0,-0.0032158768442570726,-0.013030832779111596,100,53.67306223024113,796,28
26,55000.0,RENT,1.0,DEBTCONSOLIDATION,C,3000.0,,0,0.05,Self-employed,Rural,528.0,8640.0,-0.015436305218736847,-0.07218468043503172,100,74.97371876241444,56,26
37,74400.0,OWN,,VENTURE,A,7500.0,7.05,0,0.1,Employed,RURAL,634.0,3960.0,0.009674294191540578,0.005403461728053013,100,56.19201540943217,509,37
24,32000.0,RENT,4.0,MEDICAL,C,3000.0,12.29,0,0.09,Employed,RURAL,,4380.0,0.009084142390861619,0.10374612507451329,100,64.12628898916901,1,24
25,,RENT,9.0,EDUCATION,D,12000.0,16.49,0,0.05,Employed,URBAN,894.0,16620.0,0.007107740251751941,0.06450962749686595,100,47.24680779548904,238,25
37,,RENT,2.0,DEBTCONSOLIDATION,B,11000.0,,0,0.17,self_emp,Rural,582.0,5340.0,-0.0018194543834241864,0.008742914812945242,100,71.63997107228298,820,37
31,201996.0,MORTGAGE,11.0,EDUCATION,C,,,0,0.1,Employed,Urban,604.0,25500.0,0.005970560997385407,0.015168890435005517,100,89.95590170883764,210,31
22,,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000.0,6.54,0,0.08,employed,Urban,665.0,1800.0,0.008937617973878306,-0.03442581807260282,100,5.105119991096519,62,22
36,34000.0,RENT,2.0,DEBTCONSOLIDATION,B,8000.0,,0,0.24,Self-employed,Rural,584.0,12360.0,0.00988526104647442,0.007379958779217446,100,68.56091145034215,108,36
25,105000.0,MORTGAGE,6.0,PERSONAL,D,6500.0,13.87,0,0.06,Employed,RURAL,693.0,2460.0,0.000638212250336389,0.007531717015922132,100,37.77044152705974,170,25
34,,MORTGAGE,6.0,EDUCATION,C,5000.0,13.43,0,0.09,Self-employed,Urban,,4440.0,0.0015565829767174109,0.048104146637064804,100,17.859328346235614,118,34
21,,RENT,0.0,MEDICAL,C,1200.0,15.23,0,0.15,Employed,Urban,761.0,1500.0,0.0025657739584930774,0.02602833901055413,100,57.26362767712831,359,21
26,80000.0,MORTGAGE,,DEBTCONSOLIDATION,A,,7.51,0,0.09,self_emp,Rural,517.0,2820.0,0.00709029775318304,-0.04995730890996444,100,34.753239559061356,805,26
34,54072.0,MORTGAGE,12.0,PERSONAL,B,,11.89,0,0.13,Employed,Rural,887.0,3300.0,0.021009871898131114,0.011776014460333087,100,75.82676456658153,541,34
26,,MORTGAGE,0.0,PERSONAL,D,6000.0,,0,0.13,employed,RURAL,845.0,6300.0,-0.017592870200405772,-0.10131605273780708,100,79.59508692733579,772,26
25,70000.0,MORTGAGE,4.0,VENTURE,B,6300.0,10.37,0,0.09,Employed,Rural,701.0,6900.0,0.004193418724616252,-0.0003137536232310792,100,12.419790306302481,479,25
22,33000.0,MORTGAGE,,VENTURE,B,8875.0,10.65,0,0.27,self_emp,Rural,618.0,7320.0,-0.007985203921840281,0.07043213582270683,100,32.49803187968916,651,22
23,105000.0,MORTGAGE,8.0,VENTURE,A,10000.0,,0,0.1,employed,Rural,578.0,10260.0,-0.01907221999688803,0.033341301734032006,100,10.623547202286899,542,23
21,49000.0,RENT,4.0,VENTURE,D,6000.0,15.99,1,0.12,self_emp,URBAN,655.0,5280.0,0.9979822562370084,0.9324636194527107,0,96.85209301540642,591,21
27,45000.0,MORTGAGE,9.0,MEDICAL,B,,9.76,0,0.27,Employed,URBAN,733.0,4200.0,-0.014571726984209566,-0.03491277068748901,100,68.21876151332016,591,27
30,102489.0,MORTGAGE,14.0,PERSONAL,B,25000.0,12.18,0,0.24,self_emp,Urban,623.0,2280.0,0.0003476924809445675,0.015302768302613658,100,47.550482182113576,672,30
25,23198.0,RENT,2.0,VENTURE,A,,,0,0.26,employed,RURAL,584.0,5280.0,0.011185414093359493,-0.012321622629137031,100,26.35256365508287,669,25
27,,RENT,3.0,DEBTCONSOLIDATION,B,,12.69,0,0.05,self_emp,Rural,565.0,6720.0,-0.015075851347639375,-0.029451543945307065,100,53.995885126707286,113,27
25,50000.0,RENT,6.0,MEDICAL,C,8400.0,13.22,0,0.17,Employed,RURAL,506.0,1500.0,0.009084451656457725,0.0038191494843637093,100,17.865768647186364,811,25
21,34000.0,RENT,5.0,EDUCATION,B,10000.0,9.91,0,0.29,self_emp,Urban,,7140.0,0.0009808045027979403,-0.015151838199349425,100,5.685549063165762,476,21
25,105000.0,MORTGAGE,,DEBTCONSOLIDATION,C,12000.0,13.48,0,0.11,Employed,URBAN,669.0,7800.0,0.010288491536095946,0.039218978495835735,100,32.3177532278316,85,25
28,41700.0,MORTGAGE,7.0,VENTURE,B,7750.0,12.21,0,0.19,self_emp,Urban,503.0,1740.0,-0.004317511750311278,0.06205845479893584,100,29.550711070472236,230,28
40,35820.0,RENT,0.0,PERSONAL,B,3275.0,,0,0.09,employed,RURAL,715.0,3240.0,-0.013322445867634454,-0.06836249139213582,100,71.69635847313732,551,40
40,30000.0,OWN,4.0,HOMEIMPROVEMENT,C,5000.0,13.43,0,0.17,employed,Urban,545.0,5940.0,-0.012174993262158663,-0.061290978626441985,100,47.45488591095351,907,40
26,100000.0,OWN,10.0,MEDICAL,B,10000.0,10.59,0,0.1,self_emp,RURAL,768.0,1500.0,0.0047781415292065515,0.008290947133197765,100,57.04305184284607,155,26
32,140000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000.0,10.38,0,0.04,employed,RURAL,781.0,5340.0,0.014769220222146995,-0.05658253183944209,100,7.131738823124079,280,32
28,40000.0,RENT,,VENTURE,A,4200.0,7.51,0,0.1,employed,Urban,617.0,2880.0,0.006291352982577835,0.017084254994441637,100,14.72893667664772,833,28
24,14400.0,RENT,1.0,EDUCATION,C,1875.0,13.49,0,0.13,Employed,RURAL,667.0,7920.0,-0.0152344205813562,0.11016228809624465,100,27.96993693208909,800,24
23,30159.0,RENT,0.0,EDUCATION,B,5000.0,11.12,0,0.17,self_emp,RURAL,741.0,3960.0,0.00180321249177299,-0.01176508386327707,100,28.212288717172008,565,23
31,,RENT,1.0,HOMEIMPROVEMENT,B,10000.0,10.71,1,0.23,self_emp,Rural,646.0,1500.0,1.0066856261633712,1.0054351998534357,0,46.585191984330734,129,31
27,75000.0,MORTGAGE,4.0,PERSONAL,B,20150.0,11.36,0,0.27,Employed,RURAL,869.0,6360.0,-0.014481247752768685,-0.072441721956638,100,95.31573664299488,109,27
22,50000.0,RENT,6.0,DEBTCONSOLIDATION,A,5000.0,5.42,0,0.1,self_emp,Urban,562.0,2040.0,-0.0020388346897985453,0.06980137750817861,100,32.46592504354285,696,22
45,119004.0,MORTGAGE,13.0,PERSONAL,B,,11.49,0,0.04,Employed,RURAL,673.0,1500.0,0.007159171404855652,0.04720800291055773,100,28.132186847093966,930,45
27,60000.0,RENT,11.0,EDUCATION,B,1800.0,11.46,0,0.03,Self-employed,URBAN,516.0,1500.0,-0.02933770647229477,0.08021737168968864,100,16.880198529660394,722,27
22,81500.0,MORTGAGE,0.0,EDUCATION,A,7575.0,6.54,0,0.09,employed,URBAN,599.0,20760.0,0.013354530617017427,0.05552901587543677,100,39.19689000861707,669,22
25,72000.0,RENT,7.0,DEBTCONSOLIDATION,B,15000.0,12.42,0,0.21,Self-employed,RURAL,539.0,3540.0,0.0035367937589104816,-0.004952409293783892,100,18.204111187257066,518,25
35,75000.0,MORTGAGE,2.0,PERSONAL,C,20000.0,13.49,0,0.27,Employed,URBAN,878.0,5280.0,0.007167276477173428,-0.058556328201842936,100,13.776933631563049,185,35
43,,RENT,1.0,PERSONAL,B,6000.0,11.14,0,0.13,employed,URBAN,527.0,1500.0,-0.004127192791947644,-0.030102645018201892,100,85.73586058147855,607,43
25,,MORTGAGE,1.0,MEDICAL,A,,,0,0.05,Employed,Urban,,6420.0,-0.017227224815653554,-0.08805751935990598,100,5.263873452303535,14,25
25,29120.0,RENT,1.0,VENTURE,C,6250.0,15.96,0,0.21,employed,Rural,642.0,6240.0,0.005340629563169517,-0.046044951559185504,100,71.08251194599853,971,25
24,42000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,D,2500.0,15.28,0,0.06,employed,URBAN,685.0,9540.0,-0.0008259032541651207,0.021293067460421623,100,20.257090102007112,69,24
28,85100.0,MORTGAGE,12.0,EDUCATION,A,8000.0,,0,0.09,employed,Rural,898.0,2520.0,0.010876069851989537,-0.011179507006611057,100,79.51449587969596,598,28
23,46000.0,RENT,1.0,EDUCATION,A,7000.0,7.4,0,0.15,Employed,Rural,688.0,6180.0,0.00762063873862598,-0.0396551457973749,100,70.22855192235235,563,23
29,28140.0,RENT,0.0,MEDICAL,A,5000.0,7.29,0,0.18,employed,RURAL,,15780.0,0.0015385422887349899,0.00910415566186249,100,7.933253389047357,766,29
22,,RENT,0.0,VENTURE,C,2000.0,12.99,0,0.06,Self-employed,URBAN,890.0,6840.0,-0.006912124377911172,0.01895800962343218,100,36.067156369778665,332,22
28,72000.0,MORTGAGE,13.0,PERSONAL,C,16000.0,14.26,0,0.22,self_emp,RURAL,881.0,4680.0,-0.0018841684690872626,-0.049578178002335785,100,18.13275803018285,617,28
23,28800.0,RENT,0.0,DEBTCONSOLIDATION,A,6000.0,8.94,0,0.21,self_emp,RURAL,,11640.0,0.004156633725386063,-0.026672013508186,100,93.2503553371556,644,23
23,52250.0,MORTGAGE,,VENTURE,C,4750.0,13.35,0,0.09,Self-employed,RURAL,889.0,8880.0,0.010158565189929773,0.07710667270447144,100,52.962310225479484,38,23
26,58000.0,MORTGAGE,5.0,MEDICAL,C,12000.0,13.16,0,0.21,Self-employed,Rural,520.0,7860.0,-0.014670339514387188,0.05797489767868169,100,96.38436377269242,510,26
25,36800.0,RENT,1.0,MEDICAL,C,2875.0,11.28,0,0.08,Employed,URBAN,655.0,5460.0,0.016095416570383693,-0.004231819361537796,100,55.64628186743985,670,25
25,58000.0,RENT,9.0,PERSONAL,A,16000.0,,0,0.28,Employed,Urban,520.0,3180.0,-0.002402088710025202,0.0727477841186126,100,19.01234300952195,310,25
22,112774.0,MORTGAGE,6.0,VENTURE,C,6400.0,13.06,0,0.06,Self-employed,Rural,696.0,2760.0,0.009310118548691045,-0.010821049865375978,100,80.84290940375288,65,22
22,31224.0,RENT,0.0,MEDICAL,A,6400.0,9.32,0,0.2,Self-employed,Urban,883.0,7200.0,0.004931175272160051,-0.013447159420358151,100,4.11003123694198,701,22
33,78000.0,MORTGAGE,3.0,MEDICAL,B,,12.18,0,0.26,employed,Urban,824.0,1560.0,0.0095586060652498,0.05463688133715383,100,69.56154229361279,945,33
30,91644.0,MORTGAGE,14.0,VENTURE,C,5000.0,11.03,0,0.05,Employed,RURAL,866.0,7500.0,-0.008097605415999324,0.0493534622137608,100,39.16600923589073,415,30
27,64000.0,OWN,,VENTURE,A,,5.79,0,0.08,Employed,Rural,517.0,8820.0,-0.008054016700655807,0.04676516726902999,100,57.84157740250772,426,27
31,99000.0,RENT,0.0,HOMEIMPROVEMENT,C,5675.0,13.23,0,0.06,Employed,Urban,744.0,9840.0,0.00020271892122288065,-0.013099237458706524,100,59.225913491656954,434,31
28,,RENT,0.0,VENTURE,A,7000.0,6.92,0,0.14,employed,Urban,571.0,8940.0,-0.0026974060661165773,0.07473727569776104,100,20.426220323125953,974,28
28,42200.0,MORTGAGE,5.0,VENTURE,B,13200.0,11.48,0,0.31,Employed,Rural,637.0,5820.0,0.0025287665751566706,-0.002493684923428849,100,53.13859212156312,227,28
25,43000.0,RENT,9.0,MEDICAL,A,1200.0,8.49,0,0.03,Employed,URBAN,639.0,9600.0,0.017846356069497724,-0.020170481065683518,100,42.692593639339584,209,25
30,20000.0,RENT,2.0,PERSONAL,A,5000.0,8.59,0,0.25,Employed,URBAN,531.0,2520.0,0.004027181892698217,0.061503631954481754,100,28.218110886036406,828,30
27,125000.0,MORTGAGE,11.0,PERSONAL,C,15975.0,,0,0.13,self_emp,RURAL,674.0,1500.0,0.011644758470500059,0.10575024417829111,100,95.2015045251085,440,27
37,24000.0,RENT,5.0,MEDICAL,B,6000.0,11.49,0,0.25,Self-employed,URBAN,890.0,4320.0,-0.009646575888950567,-0.018725574988747513,100,94.88849471790223,56,37
26,,OWN,0.0,PERSONAL,B,15000.0,10.25,0,0.42,employed,RURAL,843.0,10140.0,-0.0016508266237098574,-0.0137020124748446,100,27.881731996174242,100,26
25,50000.0,MORTGAGE,0.0,VENTURE,A,2600.0,6.03,0,0.05,Self-employed,RURAL,876.0,3240.0,0.024254125918038928,-0.05145811665682748,100,88.42071649020068,599,25
26,98000.0,MORTGAGE,7.0,VENTURE,A,14000.0,7.88,0,0.14,employed,Urban,787.0,11820.0,-0.0007912222238450871,0.005902616220739915,100,87.6754809387134,290,26
24,36000.0,OWN,0.0,VENTURE,C,4000.0,13.06,0,0.11,self_emp,Urban,717.0,3120.0,0.011164307487822071,-0.05370594657287584,100,24.95846476012755,495,24
28,65000.0,RENT,2.0,HOMEIMPROVEMENT,C,,13.98,0,0.11,Employed,URBAN,625.0,4020.0,0.009637378771731072,-0.026331672085374697,100,59.89507464230511,742,28
23,20400.0,RENT,2.0,MEDICAL,A,1200.0,7.9,0,0.06,Self-employed,Rural,545.0,1500.0,-0.014781137143876893,0.035056489908119506,100,86.9935759278425,681,23
25,50000.0,MORTGAGE,,EDUCATION,C,4000.0,,0,0.08,Self-employed,Urban,763.0,2640.0,0.0014674747220522566,-0.09053606525835137,100,36.97694669010072,214,25
28,68496.0,RENT,8.0,PERSONAL,B,10000.0,,0,0.15,self_emp,URBAN,528.0,6840.0,0.003299587878404347,0.07851461491371932,100,65.07854302432061,810,28
23,,MORTGAGE,,PERSONAL,B,25000.0,10.75,0,0.29,self_emp,Urban,886.0,9480.0,-0.0075411247979106,-0.05434980435758683,100,17.242506344317032,834,23
28,140000.0,OWN,12.0,VENTURE,D,18000.0,16.29,0,0.13,self_emp,URBAN,,3540.0,-0.011169195119121591,-0.04804669619395018,100,16.173138162992352,510,28
25,104000.0,OWN,2.0,HOMEIMPROVEMENT,A,10000.0,,0,0.1,Self-employed,Rural,590.0,3240.0,-0.0047601000002085135,-0.06194610758822247,100,83.26461317742371,660,25
24,42000.0,RENT,2.0,EDUCATION,B,,,0,0.19,employed,URBAN,694.0,5700.0,-0.0009779499708420288,-0.03306416692820045,100,4.187491593812576,270,24
31,135000.0,MORTGAGE,2.0,MEDICAL,B,,,0,0.15,Self-employed,Rural,864.0,3840.0,0.01184984447600316,-0.044840318933291386,100,80.36299792257493,166,31
29,60000.0,RENT,3.0,DEBTCONSOLIDATION,B,8000.0,12.42,0,0.13,employed,Rural,723.0,9060.0,0.01817310819725607,-0.04362167205944512,100,29.049415809293155,805,29
22,80000.0,RENT,3.0,DEBTCONSOLIDATION,A,9000.0,6.91,0,0.11,Self-employed,URBAN,651.0,8400.0,0.01396597846223178,-0.12321360258657224,100,48.31224909520323,805,22
33,87000.0,MORTGAGE,1.0,PERSONAL,D,5000.0,,0,0.06,Self-employed,Rural,777.0,6420.0,0.008601852107818442,0.006496369602690694,100,54.3515055047929,372,33
38,126000.0,MORTGAGE,3.0,VENTURE,D,,,0,0.02,self_emp,Rural,640.0,4200.0,-0.010043402622995898,0.011603258390777992,100,76.70692734606803,12,38
30,110000.0,MORTGAGE,0.0,MEDICAL,A,6000.0,6.92,0,0.05,Employed,Urban,802.0,2280.0,-0.004088961749894955,0.11222033689461051,100,88.38579865433599,988,30
32,75000.0,MORTGAGE,5.0,VENTURE,C,16000.0,13.49,0,0.21,employed,Rural,581.0,4680.0,-0.006324390380761749,-0.024829450985907275,100,57.234377528045755,392,32
25,,RENT,9.0,HOMEIMPROVEMENT,C,1500.0,,0,0.03,Employed,RURAL,680.0,4140.0,0.0057720565252795085,-0.06003574892367106,100,34.80136703493662,477,25
34,80000.0,RENT,4.0,EDUCATION,A,5000.0,6.17,0,0.06,Self-employed,URBAN,766.0,5280.0,0.007204861082542877,-0.004813822989963093,100,52.6557824958654,917,34
28,,RENT,7.0,PERSONAL,B,8000.0,12.69,0,0.05,Self-employed,Rural,900.0,9840.0,0.0053629006256546855,0.022436144469627967,100,3.00216846274719,423,28
34,75000.0,MORTGAGE,,VENTURE,A,3000.0,,0,0.04,self_emp,URBAN,758.0,1500.0,0.010251346045575814,-0.02516743096595226,100,24.498011523973563,944,34
26,31200.0,RENT,10.0,DEBTCONSOLIDATION,C,6000.0,15.23,0,0.19,self_emp,Urban,847.0,7680.0,-0.009045912137130739,0.003050801317428604,100,36.61553658875793,658,26
24,44475.0,OWN,1.0,VENTURE,B,5000.0,10.65,0,0.11,Employed,URBAN,786.0,9300.0,0.009328287040921977,0.09486770470294102,100,31.975452415150407,624,24
28,80000.0,MORTGAGE,11.0,PERSONAL,A,16000.0,5.99,0,0.2,Employed,Rural,537.0,3660.0,-0.009409359526428854,-0.09433877773962446,100,5.075408141404458,723,28
28,,RENT,2.0,PERSONAL,B,10000.0,12.69,0,0.19,Employed,Rural,678.0,5400.0,0.012158735621989807,0.01571607229075268,100,7.479975329822319,905,28
25,30000.0,OWN,1.0,PERSONAL,A,3000.0,9.63,0,0.1,Employed,RURAL,798.0,1500.0,0.0048801348637600986,-0.08544960056289568,100,28.620805854153385,855,25
50,,MORTGAGE,9.0,HOMEIMPROVEMENT,D,12000.0,14.96,0,0.12,Self-employed,RURAL,699.0,6900.0,0.00020804023772544233,0.02138218386381473,100,47.4825658753293,30,50
23,,RENT,2.0,VENTURE,B,7800.0,,0,0.1,employed,RURAL,661.0,2880.0,0.0031015382610150707,-0.04989317745688734,100,20.99612713581811,342,23
24,,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000.0,10.37,0,0.26,Self-employed,Rural,563.0,8700.0,0.0013642691806728011,0.022066120118220307,100,7.95349263455739,315,24
22,57204.0,MORTGAGE,6.0,EDUCATION,D,9000.0,15.58,0,0.16,employed,RURAL,817.0,5340.0,-0.01125950896135394,0.09536317546021457,100,43.213327064579296,55,22
27,22800.0,MORTGAGE,11.0,MEDICAL,B,2500.0,10.99,0,0.11,self_emp,URBAN,,4260.0,-0.012426201449449153,-0.008848466717161068,100,44.84764984919699,477,27
22,29000.0,RENT,6.0,HOMEIMPROVEMENT,A,4200.0,6.62,1,0.14,Employed,Rural,863.0,5220.0,0.9992117412052655,1.0041635599518242,0,91.56142963287202,198,22
32,100000.0,MORTGAGE,17.0,MEDICAL,A,4500.0,5.42,0,0.04,Self-employed,Urban,694.0,19020.0,0.0007985683576930378,-0.06142436589261886,100,12.783764257646713,306,32
24,67500.0,RENT,1.0,VENTURE,C,13000.0,13.98,0,0.19,employed,Rural,689.0,6540.0,0.00011332378367734082,-0.07597095731688404,100,61.49953776776284,957,24
23,45000.0,RENT,0.0,VENTURE,C,,11.54,0,0.14,self_emp,URBAN,751.0,3240.0,0.006761016136499133,0.10086852361978356,100,31.970256636537098,419,23
25,,RENT,8.0,VENTURE,A,12000.0,5.79,0,0.3,self_emp,RURAL,517.0,10320.0,-0.002154767161643399,0.015390750677816851,100,12.359783039692152,398,25
28,55000.0,OWN,13.0,MEDICAL,A,18000.0,,0,0.33,Employed,Rural,833.0,8820.0,0.005629791819048559,0.03183349705806688,100,39.31471067752528,197,28
25,118000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000.0,7.12,0,0.02,employed,RURAL,,25200.0,-0.0014458676732644784,0.057601115142268844,100,42.79375853642152,302,25
28,,MORTGAGE,12.0,PERSONAL,E,16000.0,15.95,0,0.22,Self-employed,Rural,613.0,8460.0,0.01823358962036466,-0.026390740489897882,100,36.356451429076294,978,28
28,72467.0,RENT,2.0,MEDICAL,B,5000.0,8.88,0,0.07,Employed,URBAN,552.0,1380.0,0.0008071372672644667,0.04125581798813337,100,76.57327409353287,547,28
29,210000.0,MORTGAGE,2.0,MEDICAL,B,14000.0,12.42,0,0.07,self_emp,RURAL,720.0,8460.0,0.0035201159109086435,-0.06474024103911823,100,14.873176176321746,199,29
21,23000.0,MORTGAGE,,DEBTCONSOLIDATION,C,3000.0,13.35,0,0.13,Self-employed,RURAL,610.0,13200.0,-0.002136771705882157,0.07564926557063434,100,16.790507162963365,98,21
31,79100.0,MORTGAGE,4.0,MEDICAL,A,,6.99,0,0.24,Self-employed,URBAN,559.0,3180.0,-0.008994479762596744,0.06534302579897665,100,42.12175981433277,870,31
25,306000.0,RENT,2.0,DEBTCONSOLIDATION,C,,13.85,0,0.08,Employed,Rural,571.0,12060.0,-0.014428885740576936,-0.06418586195188641,100,32.01889611015385,810,25
27,,RENT,0.0,MEDICAL,B,10000.0,,0,0.3,Self-employed,Urban,760.0,7200.0,-0.009914422843961568,0.01001432207308974,100,81.95736053923375,949,27
30,140000.0,MORTGAGE,6.0,PERSONAL,A,5000.0,,0,0.04,Employed,Rural,768.0,3840.0,-0.008796063091639899,-0.011553986845647192,100,99.6811203114993,19,30
28,27504.0,OWN,4.0,PERSONAL,B,2000.0,11.12,0,0.07,self_emp,URBAN,530.0,3660.0,0.003948200204121767,0.07091537349629688,100,18.111037143446218,173,28
30,30000.0,RENT,1.0,VENTURE,C,3600.0,,0,0.12,Employed,Urban,817.0,4020.0,-0.005261653710601875,-0.07053060030593054,100,76.25441508398029,504,30
29,70000.0,RENT,6.0,EDUCATION,A,,7.74,0,0.1,employed,Rural,661.0,2160.0,0.01281978362376686,-0.008724208468593724,100,64.44240666350147,704,29
34,18000.0,RENT,0.0,MEDICAL,B,1500.0,11.48,1,0.08,Self-employed,Urban,790.0,12660.0,0.9991219164836515,0.9869222583090596,0,26.444146900388652,459,34
41,110000.0,MORTGAGE,7.0,VENTURE,B,30000.0,9.91,0,0.27,self_emp,URBAN,860.0,2280.0,0.020791566984668042,0.06937491660014015,100,9.719622213912194,937,41
28,48500.0,RENT,0.0,MEDICAL,C,15000.0,12.99,1,0.31,Employed,RURAL,,4860.0,0.988241890196608,0.9402000328414928,0,54.32561059013258,401,28
41,75000.0,RENT,15.0,PERSONAL,D,,16.29,0,0.05,employed,Urban,797.0,5760.0,-0.005393129236109787,-0.025141544690931397,100,96.30489398824702,639,41
25,55000.0,RENT,2.0,VENTURE,C,10800.0,,0,0.2,Self-employed,URBAN,511.0,2940.0,0.009365066060570078,-0.044273281306555896,100,67.52310640888768,621,25
25,,RENT,,HOMEIMPROVEMENT,B,25000.0,12.69,0,0.27,Employed,RURAL,652.0,6060.0,-0.02239791630366121,0.013592957389636038,100,44.368430017152136,860,25
23,65500.0,MORTGAGE,3.0,PERSONAL,B,16800.0,,0,0.26,employed,Urban,596.0,10260.0,0.015513777210094932,-0.022548197401685087,100,16.255850186533937,792,23
